item,itemLabel,politicalPartyLabel,positionHeldLabel,positionEnd,positionStart,militaryRankLabel,militaryRankStart,ismilitaryRankPIT,militaryEnd,nextHighestMilitaryRankLabel,nextLowestMilitaryRankLabel
http://www.wikidata.org/entity/Q4066884,Anatoliy Andreyevich Anpilov,Communist Party of the Soviet Union,,,,colonel,1951-08-23T00:00:00Z,0.0,,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q4066884,Anatoliy Andreyevich Anpilov,Communist Party of the Soviet Union,,,,major,1944-10-23T00:00:00Z,0.0,,lieutenant colonel,captain
http://www.wikidata.org/entity/Q4066884,Anatoliy Andreyevich Anpilov,Communist Party of the Soviet Union,,,,Air Force major general,1959-05-25T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q4066884,Anatoliy Andreyevich Anpilov,Communist Party of the Soviet Union,,,,podpolkovnik,1948-05-13T00:00:00Z,0.0,,colonel,major
http://www.wikidata.org/entity/Q4066884,Anatoliy Andreyevich Anpilov,Communist Party of the Soviet Union,,,,captain,1942-04-09T00:00:00Z,0.0,,major,senior lieutenant
http://www.wikidata.org/entity/Q4066884,Anatoliy Andreyevich Anpilov,Communist Party of the Soviet Union,,,,senior lieutenant,1940-07-26T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q4066884,Anatoliy Andreyevich Anpilov,Communist Party of the Soviet Union,,,,lieutenant,1936-11-05T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q4090400,Ivan Boyko,Communist Party of the Soviet Union,,,,lieutenant,1935-01-01T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q4090400,Ivan Boyko,Communist Party of the Soviet Union,,,,senior lieutenant,1937-01-01T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q4090400,Ivan Boyko,Communist Party of the Soviet Union,,,,colonel,1944-08-02T00:00:00Z,0.0,,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q4090400,Ivan Boyko,Communist Party of the Soviet Union,,,,major,1942-05-24T00:00:00Z,0.0,,lieutenant colonel,captain
http://www.wikidata.org/entity/Q4090400,Ivan Boyko,Communist Party of the Soviet Union,,,,podpolkovnik,1943-01-01T00:00:00Z,0.0,,colonel,major
http://www.wikidata.org/entity/Q4090400,Ivan Boyko,Communist Party of the Soviet Union,,,,captain,1941-09-01T00:00:00Z,0.0,,major,senior lieutenant
http://www.wikidata.org/entity/Q364451,Georgy Beregovoy,Communist Party of the Soviet Union,,,,captain,1944-05-14T00:00:00Z,0.0,,major,senior lieutenant
http://www.wikidata.org/entity/Q364451,Georgy Beregovoy,Communist Party of the Soviet Union,,,,colonel,1956-04-02T00:00:00Z,0.0,,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q364451,Georgy Beregovoy,Communist Party of the Soviet Union,,,,podpolkovnik,1949-10-15T00:00:00Z,0.0,,colonel,major
http://www.wikidata.org/entity/Q364451,Georgy Beregovoy,Communist Party of the Soviet Union,,,,senior lieutenant,1943-10-10T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q364451,Georgy Beregovoy,Communist Party of the Soviet Union,,,,sergeant,1941-06-01T00:00:00Z,0.0,,,corporal
http://www.wikidata.org/entity/Q364451,Georgy Beregovoy,Communist Party of the Soviet Union,,,,major,1945-06-08T00:00:00Z,0.0,,lieutenant colonel,captain
http://www.wikidata.org/entity/Q364451,Georgy Beregovoy,Communist Party of the Soviet Union,,,,lieutenant,1943-05-05T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q1981239,Alexander Molodchy,Communist Party of the Soviet Union,,,,senior lieutenant,1941-09-01T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q1981239,Alexander Molodchy,Communist Party of the Soviet Union,,,,colonel,1949-07-09T00:00:00Z,0.0,,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q1981239,Alexander Molodchy,Communist Party of the Soviet Union,,,,major,1942-12-25T00:00:00Z,0.0,,lieutenant colonel,captain
http://www.wikidata.org/entity/Q1981239,Alexander Molodchy,Communist Party of the Soviet Union,,,,sub-lieutenant,1938-11-22T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q1981239,Alexander Molodchy,Communist Party of the Soviet Union,,,,captain,1942-03-18T00:00:00Z,0.0,,major,senior lieutenant
http://www.wikidata.org/entity/Q1981239,Alexander Molodchy,Communist Party of the Soviet Union,,,,Air Force major general,1955-08-08T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q1981239,Alexander Molodchy,Communist Party of the Soviet Union,,,,podpolkovnik,1944-10-25T00:00:00Z,0.0,,colonel,major
http://www.wikidata.org/entity/Q4095811,Anatoli Brandys,Communist Party of the Soviet Union,,,,lieutenant,1944-04-04T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q4095811,Anatoli Brandys,Communist Party of the Soviet Union,,,,captain,1945-01-27T00:00:00Z,0.0,,major,senior lieutenant
http://www.wikidata.org/entity/Q4095811,Anatoli Brandys,Communist Party of the Soviet Union,,,,colonel,1956-01-04T00:00:00Z,0.0,,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q4095811,Anatoli Brandys,Communist Party of the Soviet Union,,,,major,1949-01-20T00:00:00Z,0.0,,lieutenant colonel,captain
http://www.wikidata.org/entity/Q4095811,Anatoli Brandys,Communist Party of the Soviet Union,,,,sub-lieutenant,1943-07-19T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q4095811,Anatoli Brandys,Communist Party of the Soviet Union,,,,podpolkovnik,1952-04-14T00:00:00Z,0.0,,colonel,major
http://www.wikidata.org/entity/Q4095811,Anatoli Brandys,Communist Party of the Soviet Union,,,,senior lieutenant,1944-08-16T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q1968671,Vasily Glazunov,Communist Party of the Soviet Union,,,,lieutenant general,1944-03-19T00:00:00Z,0.0,,colonel general,major general
http://www.wikidata.org/entity/Q4062992,Alexander Altunin,Communist Party of the Soviet Union,,,,lieutenant,1941-06-10T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q4062992,Alexander Altunin,Communist Party of the Soviet Union,,,,major general,1960-05-07T00:00:00Z,0.0,,lieutenant general,brigadier general
http://www.wikidata.org/entity/Q4062992,Alexander Altunin,Communist Party of the Soviet Union,,,,colonel,1953-10-12T00:00:00Z,0.0,,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q4062992,Alexander Altunin,Communist Party of the Soviet Union,,,,captain,1944-06-29T00:00:00Z,0.0,,major,senior lieutenant
http://www.wikidata.org/entity/Q4062992,Alexander Altunin,Communist Party of the Soviet Union,,,,major,1944-09-28T00:00:00Z,0.0,,lieutenant colonel,captain
http://www.wikidata.org/entity/Q4062992,Alexander Altunin,Communist Party of the Soviet Union,,,,senior lieutenant,1943-04-07T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q4062992,Alexander Altunin,Communist Party of the Soviet Union,,,,podpolkovnik,1950-02-21T00:00:00Z,0.0,,colonel,major
http://www.wikidata.org/entity/Q1966944,Timofey Khryukin,Communist Party of the Soviet Union,,,,kombrig,1940-05-04T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q1966944,Timofey Khryukin,Communist Party of the Soviet Union,,,,lieutenant,1935-01-01T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q1966944,Timofey Khryukin,Communist Party of the Soviet Union,,,,Air Force colonel general,1944-05-11T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q1966944,Timofey Khryukin,Communist Party of the Soviet Union,,,,Air Force lieutenant general,1943-03-17T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q1966944,Timofey Khryukin,Communist Party of the Soviet Union,,,,senior lieutenant,1937-01-01T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q1966944,Timofey Khryukin,Communist Party of the Soviet Union,,,,Air Force major general,1940-06-04T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q1966944,Timofey Khryukin,Communist Party of the Soviet Union,,,,captain,1937-01-01T00:00:00Z,0.0,,major,senior lieutenant
http://www.wikidata.org/entity/Q1966944,Timofey Khryukin,Communist Party of the Soviet Union,,,,colonel,1938-09-26T00:00:00Z,0.0,,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q927979,Nikolai Kamanin,Communist Party of the Soviet Union,,,,Air Force lieutenant general,1945-04-20T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q927979,Nikolai Kamanin,Communist Party of the Soviet Union,,,,Air Force major general,1943-03-17T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q927979,Nikolai Kamanin,Communist Party of the Soviet Union,,,,colonel,1938-02-21T00:00:00Z,0.0,,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q765165,Leonid Brezhnev,Communist Party of the Soviet Union,,,,colonel,1942-12-15T00:00:00Z,0.0,,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q765165,Leonid Brezhnev,Communist Party of the Soviet Union,,,,major general,1944-11-02T00:00:00Z,0.0,,lieutenant general,brigadier general
http://www.wikidata.org/entity/Q765165,Leonid Brezhnev,Communist Party of the Soviet Union,,,,Brigadier Commissioner,1941-06-01T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q765165,Leonid Brezhnev,Communist Party of the Soviet Union,,,,lieutenant general,1953-08-04T00:00:00Z,0.0,,colonel general,major general
http://www.wikidata.org/entity/Q4061667,Ivan Alyaksyeyew,Communist Party of the Soviet Union,,,,major,1941-08-19T00:00:00Z,0.0,,lieutenant colonel,captain
http://www.wikidata.org/entity/Q4061667,Ivan Alyaksyeyew,Communist Party of the Soviet Union,,,,colonel,1942-09-18T00:00:00Z,0.0,,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q4061667,Ivan Alyaksyeyew,Communist Party of the Soviet Union,,,,podpolkovnik,1942-01-16T00:00:00Z,0.0,,colonel,major
http://www.wikidata.org/entity/Q4063155,Ivan Alfyorov,Communist Party of the Soviet Union,,,,lieutenant general,1944-02-22T00:00:00Z,0.0,,colonel general,major general
http://www.wikidata.org/entity/Q4063155,Ivan Alfyorov,Communist Party of the Soviet Union,,,,major general,1942-12-31T00:00:00Z,0.0,,lieutenant general,brigadier general
http://www.wikidata.org/entity/Q707715,Mitrofan Nedelin,Communist Party of the Soviet Union,,,,Chief Marshal,1959-01-01T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q707715,Mitrofan Nedelin,Communist Party of the Soviet Union,,,,colonel general,1944-04-03T00:00:00Z,0.0,,General of the Army,lieutenant general
http://www.wikidata.org/entity/Q707715,Mitrofan Nedelin,Communist Party of the Soviet Union,,,,lieutenant general,1943-09-25T00:00:00Z,0.0,,colonel general,major general
http://www.wikidata.org/entity/Q707715,Mitrofan Nedelin,Communist Party of the Soviet Union,,,,major general,1942-05-13T00:00:00Z,0.0,,lieutenant general,brigadier general
http://www.wikidata.org/entity/Q707715,Mitrofan Nedelin,Communist Party of the Soviet Union,,,,Marshal of the branch,1953-08-04T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q370815,Sergey Gorshkov,Communist Party of the Soviet Union,,,,kontr-admiral,1941-09-16T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q370815,Sergey Gorshkov,Communist Party of the Soviet Union,,,,vice admiral,1945-09-25T00:00:00Z,0.0,,admiral,counter admiral
http://www.wikidata.org/entity/Q370815,Sergey Gorshkov,Communist Party of the Soviet Union,,,,captain 2nd rank,1939-01-01T00:00:00Z,0.0,,captain 1st rank,Captain 3rd rank
http://www.wikidata.org/entity/Q4066142,Vladimir Andryushchenko,Communist Party of the Soviet Union,,,,lieutenant,1939-09-04T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q4066142,Vladimir Andryushchenko,Communist Party of the Soviet Union,,,,captain,1942-07-17T00:00:00Z,0.0,,major,senior lieutenant
http://www.wikidata.org/entity/Q4066142,Vladimir Andryushchenko,Communist Party of the Soviet Union,,,,major general,1957-08-27T00:00:00Z,0.0,,lieutenant general,brigadier general
http://www.wikidata.org/entity/Q4066142,Vladimir Andryushchenko,Communist Party of the Soviet Union,,,,senior lieutenant,1941-01-01T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q4066142,Vladimir Andryushchenko,Communist Party of the Soviet Union,,,,major,1944-01-07T00:00:00Z,0.0,,lieutenant colonel,captain
http://www.wikidata.org/entity/Q4066142,Vladimir Andryushchenko,Communist Party of the Soviet Union,,,,colonel,1951-01-03T00:00:00Z,0.0,,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q4066142,Vladimir Andryushchenko,Communist Party of the Soviet Union,,,,podpolkovnik,1945-03-16T00:00:00Z,0.0,,colonel,major
http://www.wikidata.org/entity/Q456714,Vladimir Ilyushin,Communist Party of the Soviet Union,,,,podpolkovnik,1960-01-05T00:00:00Z,0.0,,colonel,major
http://www.wikidata.org/entity/Q456714,Vladimir Ilyushin,Communist Party of the Soviet Union,,,,major,1956-12-17T00:00:00Z,0.0,,lieutenant colonel,captain
http://www.wikidata.org/entity/Q456714,Vladimir Ilyushin,Communist Party of the Soviet Union,,,,captain,1953-11-30T00:00:00Z,0.0,,major,senior lieutenant
http://www.wikidata.org/entity/Q4066148,Sergey Andryushchenko,Communist Party of the Soviet Union,,,,captain,1938-11-05T00:00:00Z,0.0,,major,senior lieutenant
http://www.wikidata.org/entity/Q4066148,Sergey Andryushchenko,Communist Party of the Soviet Union,,,,podpolkovnik,1942-11-17T00:00:00Z,0.0,,colonel,major
http://www.wikidata.org/entity/Q4066148,Sergey Andryushchenko,Communist Party of the Soviet Union,,,,major general,1953-08-03T00:00:00Z,0.0,,lieutenant general,brigadier general
http://www.wikidata.org/entity/Q4066148,Sergey Andryushchenko,Communist Party of the Soviet Union,,,,lieutenant general,1959-05-25T00:00:00Z,0.0,,colonel general,major general
http://www.wikidata.org/entity/Q4066148,Sergey Andryushchenko,Communist Party of the Soviet Union,,,,major,1942-02-17T00:00:00Z,0.0,,lieutenant colonel,captain
http://www.wikidata.org/entity/Q4066148,Sergey Andryushchenko,Communist Party of the Soviet Union,,,,colonel,1943-11-18T00:00:00Z,0.0,,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q444566,Polina Osipenko,Communist Party of the Soviet Union,,,,senior lieutenant,1938-04-29T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q444566,Polina Osipenko,Communist Party of the Soviet Union,,,,captain,1938-07-20T00:00:00Z,0.0,,major,senior lieutenant
http://www.wikidata.org/entity/Q444566,Polina Osipenko,Communist Party of the Soviet Union,,,,major,1939-02-01T00:00:00Z,0.0,,lieutenant colonel,captain
http://www.wikidata.org/entity/Q713943,Ivan Papanin,Communist Party of the Soviet Union,,,,Contraalmirante,1943-01-01T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q4100946,Nikolay Bykov,Communist Party of the Soviet Union,,,,captain,1942-01-01T00:00:00Z,0.0,,major,senior lieutenant
http://www.wikidata.org/entity/Q382059,Afanasy Beloborodov,Communist Party of the Soviet Union,,,,senior lieutenant,1936-01-01T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q382059,Afanasy Beloborodov,Communist Party of the Soviet Union,,,,colonel general,1945-05-05T00:00:00Z,0.0,,General of the Army,lieutenant general
http://www.wikidata.org/entity/Q382059,Afanasy Beloborodov,Communist Party of the Soviet Union,,,,major general,1941-11-26T00:00:00Z,0.0,,lieutenant general,brigadier general
http://www.wikidata.org/entity/Q382059,Afanasy Beloborodov,Communist Party of the Soviet Union,,,,lieutenant general,1944-02-22T00:00:00Z,0.0,,colonel general,major general
http://www.wikidata.org/entity/Q932435,Stepan Suprun,Communist Party of the Soviet Union,,,,podpolkovnik,1940-01-01T00:00:00Z,0.0,,colonel,major
http://www.wikidata.org/entity/Q924999,Grigory Kravchenko,Communist Party of the Soviet Union,,,,lieutenant,1936-03-20T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q924999,Grigory Kravchenko,Communist Party of the Soviet Union,,,,Air Force lieutenant general,1940-06-04T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q924999,Grigory Kravchenko,Communist Party of the Soviet Union,,,,senior lieutenant,1938-02-19T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q924999,Grigory Kravchenko,Communist Party of the Soviet Union,,,,kombrig,1940-02-01T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q924999,Grigory Kravchenko,Communist Party of the Soviet Union,,,,Komdiv,1940-04-11T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q924999,Grigory Kravchenko,Communist Party of the Soviet Union,,,,colonel,1939-11-29T00:00:00Z,0.0,,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q924999,Grigory Kravchenko,Communist Party of the Soviet Union,,,,major,1938-09-26T00:00:00Z,0.0,,lieutenant colonel,captain
http://www.wikidata.org/entity/Q2832540,Alexander Yefimov,Communist Party of the Soviet Union,,,,colonel,1955-08-04T00:00:00Z,1.0,,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q2832540,Alexander Yefimov,Communist Party of the Soviet Union,,,,podpolkovnik,1951-06-23T00:00:00Z,0.0,,colonel,major
http://www.wikidata.org/entity/Q2832540,Alexander Yefimov,Communist Party of the Soviet Union,,,,sub-lieutenant,1943-02-12T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q2832540,Alexander Yefimov,Communist Party of the Soviet Union,,,,Senior sergeant,1942-01-01T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q2832540,Alexander Yefimov,Communist Party of the Soviet Union,,,,sergeant,1942-06-01T00:00:00Z,0.0,,,corporal
http://www.wikidata.org/entity/Q2832540,Alexander Yefimov,Communist Party of the Soviet Union,,,,senior lieutenant,1943-09-07T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q2832540,Alexander Yefimov,Communist Party of the Soviet Union,,,,captain,1944-08-11T00:00:00Z,0.0,,major,senior lieutenant
http://www.wikidata.org/entity/Q2832540,Alexander Yefimov,Communist Party of the Soviet Union,,,,Air Force major general,1960-05-07T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q2832540,Alexander Yefimov,Communist Party of the Soviet Union,,,,lieutenant,1943-06-24T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q2832540,Alexander Yefimov,Communist Party of the Soviet Union,,,,major,1948-08-14T00:00:00Z,0.0,,lieutenant colonel,captain
http://www.wikidata.org/entity/Q2833725,Alexander Gorbatov,Communist Party of the Soviet Union,,,,Commandant,1955-01-01T00:00:00Z,1.0,,,
http://www.wikidata.org/entity/Q4070780,Vasili Sergeyevich Arkhipov,Communist Party of the Soviet Union,,,,podpolkovnik,1942-02-20T00:00:00Z,0.0,,colonel,major
http://www.wikidata.org/entity/Q4070780,Vasili Sergeyevich Arkhipov,Communist Party of the Soviet Union,,,,colonel,1942-07-23T00:00:00Z,0.0,,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q4070780,Vasili Sergeyevich Arkhipov,Communist Party of the Soviet Union,,,,captain,1939-03-28T00:00:00Z,0.0,,major,senior lieutenant
http://www.wikidata.org/entity/Q4070780,Vasili Sergeyevich Arkhipov,Communist Party of the Soviet Union,,,,major,1941-08-26T00:00:00Z,0.0,,lieutenant colonel,captain
http://www.wikidata.org/entity/Q2027889,Grigoriy Rechkalov,Communist Party of the Soviet Union,,,,Air Force major general,1957-01-01T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q446845,Mikhail Lukin,Communist Party of the Soviet Union,,,,lieutenant general,1940-01-01T00:00:00Z,0.0,,colonel general,major general
http://www.wikidata.org/entity/Q2621021,Sergei Kruglov,Communist Party of the Soviet Union,,,,colonel general,1945-01-01T00:00:00Z,1.0,,General of the Army,lieutenant general
http://www.wikidata.org/entity/Q704623,Arseny Vorozheykin,Communist Party of the Soviet Union,,,,Air Force major general,1954-05-31T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q2264350,Dmitri Glinka,Communist Party of the Soviet Union,,,,colonel,1951-01-01T00:00:00Z,0.0,,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q734851,Ivan Panfilov,Communist Party of the Soviet Union,,,,major general,1940-06-04T00:00:00Z,0.0,,lieutenant general,brigadier general
http://www.wikidata.org/entity/Q1150789,Nikolai Gulayev,Communist Party of the Soviet Union,,,,captain,1944-05-10T00:00:00Z,0.0,,major,senior lieutenant
http://www.wikidata.org/entity/Q1150789,Nikolai Gulayev,Communist Party of the Soviet Union,,,,lieutenant,1942-08-16T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q1150789,Nikolai Gulayev,Communist Party of the Soviet Union,,,,colonel,1952-12-30T00:00:00Z,0.0,,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q1150789,Nikolai Gulayev,Communist Party of the Soviet Union,,,,senior lieutenant,1943-06-07T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q1150789,Nikolai Gulayev,Communist Party of the Soviet Union,,,,sub-lieutenant,1941-01-06T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q1150789,Nikolai Gulayev,Communist Party of the Soviet Union,,,,major,1945-04-30T00:00:00Z,0.0,,lieutenant colonel,captain
http://www.wikidata.org/entity/Q1150789,Nikolai Gulayev,Communist Party of the Soviet Union,,,,podpolkovnik,1949-05-06T00:00:00Z,0.0,,colonel,major
http://www.wikidata.org/entity/Q1150789,Nikolai Gulayev,Communist Party of the Soviet Union,,,,Air Force major general,1959-05-25T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q3013503,Ivan Fesin,Communist Party of the Soviet Union,,,,major general,1943-11-17T00:00:00Z,0.0,,lieutenant general,brigadier general
http://www.wikidata.org/entity/Q3013503,Ivan Fesin,Communist Party of the Soviet Union,,,,podpolkovnik,1942-04-11T00:00:00Z,0.0,,colonel,major
http://www.wikidata.org/entity/Q3013503,Ivan Fesin,Communist Party of the Soviet Union,,,,major,1941-01-21T00:00:00Z,0.0,,lieutenant colonel,captain
http://www.wikidata.org/entity/Q3013503,Ivan Fesin,Communist Party of the Soviet Union,,,,colonel,1943-02-14T00:00:00Z,0.0,,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q3013503,Ivan Fesin,Communist Party of the Soviet Union,,,,captain,1936-03-28T00:00:00Z,0.0,,major,senior lieutenant
http://www.wikidata.org/entity/Q3156140,Ivan Lyudnikov,Communist Party of the Soviet Union,,,,colonel general,1945-05-05T00:00:00Z,0.0,,General of the Army,lieutenant general
http://www.wikidata.org/entity/Q3156140,Ivan Lyudnikov,Communist Party of the Soviet Union,,,,major general,1943-01-27T00:00:00Z,0.0,,lieutenant general,brigadier general
http://www.wikidata.org/entity/Q3156140,Ivan Lyudnikov,Communist Party of the Soviet Union,,,,lieutenant general,1943-09-25T00:00:00Z,0.0,,colonel general,major general
http://www.wikidata.org/entity/Q1707264,Hazi Aslanov,Communist Party of the Soviet Union,,,,major,1940-01-01T00:00:00Z,0.0,,lieutenant colonel,captain
http://www.wikidata.org/entity/Q1707264,Hazi Aslanov,Communist Party of the Soviet Union,,,,podpolkovnik,1942-01-01T00:00:00Z,0.0,,colonel,major
http://www.wikidata.org/entity/Q1707264,Hazi Aslanov,Communist Party of the Soviet Union,,,,colonel,1943-01-01T00:00:00Z,0.0,,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q2363310,Yakov Kreizer,Communist Party of the Soviet Union,,,,major general,1941-08-07T00:00:00Z,0.0,,lieutenant general,brigadier general
http://www.wikidata.org/entity/Q2363310,Yakov Kreizer,Communist Party of the Soviet Union,,,,lieutenant general,1943-02-14T00:00:00Z,0.0,,colonel general,major general
http://www.wikidata.org/entity/Q2363310,Yakov Kreizer,Communist Party of the Soviet Union,,,,major,1935-12-24T00:00:00Z,0.0,,lieutenant colonel,captain
http://www.wikidata.org/entity/Q2363310,Yakov Kreizer,Communist Party of the Soviet Union,,,,colonel general,1945-07-02T00:00:00Z,0.0,,General of the Army,lieutenant general
http://www.wikidata.org/entity/Q2363310,Yakov Kreizer,Communist Party of the Soviet Union,,,,colonel,1938-11-29T00:00:00Z,0.0,,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q4139767,Boris Glinka,Communist Party of the Soviet Union,,,,senior lieutenant,1943-07-26T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q4139767,Boris Glinka,Communist Party of the Soviet Union,,,,lieutenant,1942-11-30T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q4139767,Boris Glinka,Communist Party of the Soviet Union,,,,major,1944-03-25T00:00:00Z,0.0,,lieutenant colonel,captain
http://www.wikidata.org/entity/Q4139767,Boris Glinka,Communist Party of the Soviet Union,,,,sub-lieutenant,1940-01-01T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q4139767,Boris Glinka,Communist Party of the Soviet Union,,,,captain,1943-11-01T00:00:00Z,0.0,,major,senior lieutenant
http://www.wikidata.org/entity/Q4139767,Boris Glinka,Communist Party of the Soviet Union,,,,colonel,1951-11-05T00:00:00Z,0.0,,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q4139767,Boris Glinka,Communist Party of the Soviet Union,,,,podpolkovnik,1948-05-01T00:00:00Z,0.0,,colonel,major
http://www.wikidata.org/entity/Q1332642,Pavel Rybalko,Communist Party of the Soviet Union,,,,kombrig,1939-01-01T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q1332642,Pavel Rybalko,Communist Party of the Soviet Union,,,,colonel,1935-01-01T00:00:00Z,0.0,,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q1332642,Pavel Rybalko,Communist Party of the Soviet Union,,,,Marshal of the branch,1945-06-01T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q1332642,Pavel Rybalko,Communist Party of the Soviet Union,,,,major general,1940-06-04T00:00:00Z,0.0,,lieutenant general,brigadier general
http://www.wikidata.org/entity/Q1332642,Pavel Rybalko,Communist Party of the Soviet Union,,,,lieutenant general,1943-01-18T00:00:00Z,0.0,,colonel general,major general
http://www.wikidata.org/entity/Q1332642,Pavel Rybalko,Communist Party of the Soviet Union,,,,colonel general,1943-12-30T00:00:00Z,0.0,,General of the Army,lieutenant general
http://www.wikidata.org/entity/Q4331606,Michael Odintsov,Communist Party of the Soviet Union,,,,lieutenant,1942-07-31T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q4331606,Michael Odintsov,Communist Party of the Soviet Union,,,,Air Force major general,1957-08-27T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q4331606,Michael Odintsov,Communist Party of the Soviet Union,,,,major,1944-08-05T00:00:00Z,0.0,,lieutenant colonel,captain
http://www.wikidata.org/entity/Q4331606,Michael Odintsov,Communist Party of the Soviet Union,,,,podpolkovnik,1949-04-05T00:00:00Z,0.0,,colonel,major
http://www.wikidata.org/entity/Q4331606,Michael Odintsov,Communist Party of the Soviet Union,,,,senior lieutenant,1943-08-05T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q4331606,Michael Odintsov,Communist Party of the Soviet Union,,,,sub-lieutenant,1940-10-10T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q4331606,Michael Odintsov,Communist Party of the Soviet Union,,,,captain,1943-12-27T00:00:00Z,0.0,,major,senior lieutenant
http://www.wikidata.org/entity/Q1197559,Nikolay Voronov,Communist Party of the Soviet Union,,,,kombrig,1935-11-11T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q1197559,Nikolay Voronov,Communist Party of the Soviet Union,,,,Komandarm 2nd rank,1940-03-22T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q1197559,Nikolay Voronov,Communist Party of the Soviet Union,,,,Comcor,1937-06-20T00:00:00Z,0.0,,,
